dt,timestamp,price,price_val,amount,size,price_move_pct
2025-09-30 16:42:51.009000+00:00,1759250571009,7.664,7.664,251.69,251.69,
2025-09-30 16:43:00.476000+00:00,1759250580476,7.54,7.54,206.02,206.02,
2025-09-30 16:43:00.608000+00:00,1759250580608,7.522,7.522,187.8,187.8,
2025-09-30 16:43:02.418000+00:00,1759250582418,7.526,7.526,407.2,407.2,
2025-09-30 16:43:02.464000+00:00,1759250582464,7.528,7.528,206.13,206.13,
2025-09-30 16:43:05.579000+00:00,1759250585579,7.484,7.484,182.81,182.81,
2025-09-30 16:43:10.397000+00:00,1759250590397,7.493,7.493,271.39,271.39,
2025-09-30 16:43:10.397000+00:00,1759250590397,7.503,7.503,233.24,233.24,
2025-09-30 16:43:10.397000+00:00,1759250590397,7.504,7.504,232.34,232.34,
2025-09-30 16:43:10.397000+00:00,1759250590397,7.505,7.505,256.0,256.0,
2025-09-30 16:43:10.397000+00:00,1759250590397,7.507,7.507,240.98,240.98,
2025-09-30 16:43:10.397000+00:00,1759250590397,7.509,7.509,194.72,194.72,
2025-09-30 16:43:10.955000+00:00,1759250590955,7.477,7.477,232.98,232.98,
2025-09-30 16:43:11.803000+00:00,1759250591803,7.501,7.501,268.89,268.89,
2025-09-30 16:43:11.803000+00:00,1759250591803,7.503,7.503,398.76,398.76,
2025-09-30 16:43:11.803000+00:00,1759250591803,7.511,7.511,320.11,320.11,
2025-09-30 16:43:11.803000+00:00,1759250591803,7.512,7.512,271.01,271.01,
2025-09-30 16:43:11.803000+00:00,1759250591803,7.513,7.513,268.97,268.97,
2025-09-30 16:43:12.711000+00:00,1759250592711,7.486,7.486,238.29,238.29,
2025-09-30 16:43:12.711000+00:00,1759250592711,7.492,7.492,241.42,241.42,
2025-09-30 16:43:12.711000+00:00,1759250592711,7.493,7.493,560.13,560.13,
2025-09-30 16:43:12.711000+00:00,1759250592711,7.494,7.494,311.11,311.11,
2025-09-30 16:43:12.711000+00:00,1759250592711,7.495,7.495,285.78,285.78,
2025-09-30 16:43:13.702000+00:00,1759250593702,7.502,7.502,292.08,292.08,
2025-09-30 16:43:13.702000+00:00,1759250593702,7.503,7.503,798.99,798.99,
2025-09-30 16:43:13.702000+00:00,1759250593702,7.512,7.512,306.86,306.86,
2025-09-30 16:43:13.702000+00:00,1759250593702,7.514,7.514,349.26,349.26,
2025-09-30 16:43:14.572000+00:00,1759250594572,7.537,7.537,411.68,411.68,
2025-09-30 16:43:14.572000+00:00,1759250594572,7.538,7.538,580.81,580.81,
2025-09-30 16:43:14.572000+00:00,1759250594572,7.547,7.547,347.04,347.04,
2025-09-30 16:43:14.572000+00:00,1759250594572,7.548,7.548,270.65,270.65,
2025-09-30 16:43:14.572000+00:00,1759250594572,7.55,7.55,370.94,370.94,
2025-09-30 16:43:15.442000+00:00,1759250595442,7.553,7.553,353.41,353.41,
2025-09-30 16:43:15.442000+00:00,1759250595442,7.556,7.556,381.09,381.09,
2025-09-30 16:43:15.442000+00:00,1759250595442,7.557,7.557,309.54,309.54,
2025-09-30 16:43:15.442000+00:00,1759250595442,7.558,7.558,1139.05,1139.05,
2025-09-30 16:43:16.759000+00:00,1759250596759,7.553,7.553,1244.98,1244.98,
2025-09-30 16:43:16.759000+00:00,1759250596759,7.554,7.554,646.25,646.25,
2025-09-30 16:43:16.759000+00:00,1759250596759,7.556,7.556,316.1,316.1,
2025-09-30 16:43:18.410000+00:00,1759250598410,7.59,7.59,658.99,658.99,
2025-09-30 16:43:18.410000+00:00,1759250598410,7.591,7.591,320.99,320.99,
2025-09-30 16:43:18.410000+00:00,1759250598410,7.593,7.593,222.35,222.35,
2025-09-30 16:43:18.410000+00:00,1759250598410,7.596,7.596,322.84,322.84,
2025-09-30 16:43:18.410000+00:00,1759250598410,7.6,7.6,346.47,346.47,
2025-09-30 16:43:19.742000+00:00,1759250599742,7.573,7.573,388.4,388.4,
2025-09-30 16:43:19.742000+00:00,1759250599742,7.579,7.579,263.46,263.46,
2025-09-30 16:43:19.769000+00:00,1759250599769,7.579,7.579,261.51,261.51,
2025-09-30 16:43:19.769000+00:00,1759250599769,7.581,7.581,443.88,443.88,
2025-09-30 16:43:19.769000+00:00,1759250599769,7.583,7.583,353.67,353.67,
2025-09-30 16:43:19.769000+00:00,1759250599769,7.587,7.587,208.53,208.53,
2025-09-30 16:43:19.769000+00:00,1759250599769,7.593,7.593,380.78,380.78,
2025-09-30 16:43:19.769000+00:00,1759250599769,7.595,7.595,328.75,328.75,
2025-09-30 16:43:22.058000+00:00,1759250602058,7.569,7.569,290.53,290.53,
2025-09-30 16:43:22.058000+00:00,1759250602058,7.572,7.572,211.96,211.96,
2025-09-30 16:43:22.981000+00:00,1759250602981,7.54,7.54,193.22,193.22,
2025-09-30 16:43:24.364000+00:00,1759250604364,7.483,7.483,201.47,201.47,
2025-09-30 16:43:31.137000+00:00,1759250611137,7.494,7.494,216.13,216.13,
2025-09-30 16:43:33.189000+00:00,1759250613189,7.504,7.504,181.34,181.34,
2025-09-30 16:43:33.423000+00:00,1759250613423,7.502,7.502,195.52,195.52,
2025-09-30 16:43:36.781000+00:00,1759250616781,7.462,7.462,241.31,241.31,
2025-09-30 16:43:36.781000+00:00,1759250616781,7.462,7.462,396.41,396.41,
2025-09-30 16:43:36.783000+00:00,1759250616783,7.463,7.463,386.38,386.38,
2025-09-30 16:43:37.293000+00:00,1759250617293,7.48,7.48,298.44,298.44,
2025-09-30 16:43:41.280000+00:00,1759250621280,7.576,7.576,479.81,479.81,
2025-09-30 16:43:41.280000+00:00,1759250621280,7.576,7.576,287.89,287.89,
2025-09-30 16:43:41.301000+00:00,1759250621301,7.862,7.862,264.29,264.29,
2025-09-30 16:43:41.316000+00:00,1759250621316,7.844,7.844,198.01,198.01,
2025-09-30 16:43:41.390000+00:00,1759250621390,7.856,7.856,231.03,231.03,
2025-09-30 16:43:41.470000+00:00,1759250621470,7.826,7.826,256.42,256.42,
2025-09-30 16:43:42.753000+00:00,1759250622753,7.777,7.777,254.0,254.0,
2025-09-30 16:43:44.849000+00:00,1759250624849,7.797,7.797,276.54,276.54,
2025-09-30 16:43:50.144000+00:00,1759250630144,7.765,7.765,216.88,216.88,
2025-09-30 16:43:50.144000+00:00,1759250630144,7.765,7.765,838.89,838.89,
2025-09-30 16:43:50.148000+00:00,1759250630148,7.9,7.9,568.35,568.35,
2025-09-30 16:43:50.148000+00:00,1759250630148,7.95,7.95,467.99,467.99,
2025-09-30 16:43:50.148000+00:00,1759250630148,7.96,7.96,195.6,195.6,
2025-09-30 16:43:50.155000+00:00,1759250630155,7.92,7.92,233.84,233.84,
2025-09-30 16:43:50.164000+00:00,1759250630164,7.98,7.98,367.48,367.48,
2025-09-30 16:43:50.170000+00:00,1759250630170,7.986,7.986,202.04,202.04,
2025-09-30 16:43:50.451000+00:00,1759250630451,7.876,7.876,192.8,192.8,
2025-09-30 16:43:51.374000+00:00,1759250631374,7.788,7.788,214.1,214.1,
2025-09-30 16:43:53.955000+00:00,1759250633955,7.96,7.96,236.33,236.33,
2025-09-30 16:43:54.846000+00:00,1759250634846,7.964,7.964,239.55,239.55,
2025-09-30 16:43:54.847000+00:00,1759250634847,8.0,8.0,3579.37,3579.37,
2025-09-30 16:43:54.848000+00:00,1759250634848,8.0,8.0,1153.51,1153.51,
2025-09-30 16:43:54.848000+00:00,1759250634848,8.0,8.0,814.93,814.93,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.0,8.0,3413.71,3413.71,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.0,8.0,182.77,182.77,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.0,8.0,255.5,255.5,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.0,8.0,2386.91,2386.91,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.0,8.0,1228.12,1228.12,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.0,8.0,4066.97,4066.97,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.001,8.001,392.46,392.46,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.05,8.05,2097.39,2097.39,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.064,8.064,198.4,198.4,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.09,8.09,199.8,199.8,
2025-09-30 16:43:54.849000+00:00,1759250634849,8.1,8.1,567.68,567.68,
2025-09-30 16:43:54.864000+00:00,1759250634864,8.191,8.191,422.06,422.06,
2025-09-30 16:43:55.031000+00:00,1759250635031,8.155,8.155,381.21,381.21,
2025-09-30 16:43:57.113000+00:00,1759250637113,8.34,8.34,225.13,225.13,
2025-09-30 16:43:57.657000+00:00,1759250637657,8.34,8.34,929.75,929.75,
2025-09-30 16:43:57.821000+00:00,1759250637821,8.35,8.35,540.83,540.83,
2025-09-30 16:43:58.293000+00:00,1759250638293,8.321,8.321,379.77,379.77,
2025-09-30 16:43:59.731000+00:00,1759250639731,8.294,8.294,344.9,344.9,
2025-09-30 16:44:00.648000+00:00,1759250640648,8.326,8.326,263.48,263.48,
2025-09-30 16:44:00.743000+00:00,1759250640743,8.339,8.339,196.8,196.8,
2025-09-30 16:44:00.957000+00:00,1759250640957,8.357,8.357,393.76,393.76,
2025-09-30 16:44:01.147000+00:00,1759250641147,8.36,8.36,234.0,234.0,
2025-09-30 16:44:02.358000+00:00,1759250642358,8.351,8.351,182.49,182.49,
2025-09-30 16:44:02.419000+00:00,1759250642419,8.34,8.34,501.84,501.84,
2025-09-30 16:44:02.480000+00:00,1759250642480,8.345,8.345,350.11,350.11,
2025-09-30 16:44:03.211000+00:00,1759250643211,8.232,8.232,192.92,192.92,
2025-09-30 16:44:03.556000+00:00,1759250643556,8.251,8.251,225.19,225.19,
2025-09-30 16:44:04.010000+00:00,1759250644010,8.245,8.245,705.15,705.15,
2025-09-30 16:44:04.646000+00:00,1759250644646,8.266,8.266,293.38,293.38,
2025-09-30 16:44:05.535000+00:00,1759250645535,8.272,8.272,284.07,284.07,
2025-09-30 16:44:06.277000+00:00,1759250646277,8.144,8.144,404.59,404.59,
2025-09-30 16:44:07.153000+00:00,1759250647153,8.106,8.106,182.88,182.88,
2025-09-30 16:44:07.884000+00:00,1759250647884,8.163,8.163,283.03,283.03,
2025-09-30 16:44:08.569000+00:00,1759250648569,8.112,8.112,257.66,257.66,
2025-09-30 16:44:10.407000+00:00,1759250650407,8.111,8.111,289.09,289.09,
2025-09-30 16:44:11.572000+00:00,1759250651572,7.988,7.988,298.68,298.68,
2025-09-30 16:44:11.915000+00:00,1759250651915,8.048,8.048,264.53,264.53,
2025-09-30 16:44:12.698000+00:00,1759250652698,8.015,8.015,257.67,257.67,
2025-09-30 16:44:12.698000+00:00,1759250652698,8.029,8.029,398.19,398.19,
2025-09-30 16:44:12.756000+00:00,1759250652756,8.036,8.036,484.5,484.5,
2025-09-30 16:44:13.049000+00:00,1759250653049,8.019,8.019,238.29,238.29,
2025-09-30 16:44:14.519000+00:00,1759250654519,8.003,8.003,244.05,244.05,
2025-09-30 16:44:16.966000+00:00,1759250656966,8.005,8.005,258.38,258.38,
2025-09-30 16:44:23.960000+00:00,1759250663960,7.964,7.964,207.59,207.59,
2025-09-30 16:44:24.973000+00:00,1759250664973,7.969,7.969,181.26,181.26,
2025-09-30 16:44:34.090000+00:00,1759250674090,7.929,7.929,564.5,564.5,
2025-09-30 16:44:34.090000+00:00,1759250674090,7.929,7.929,439.09,439.09,
2025-09-30 16:44:36.801000+00:00,1759250676801,7.946,7.946,300.24,300.24,
2025-09-30 16:44:36.801000+00:00,1759250676801,7.947,7.947,190.18,190.18,
2025-09-30 16:44:36.807000+00:00,1759250676807,7.92,7.92,198.61,198.61,
2025-09-30 16:44:36.807000+00:00,1759250676807,7.919,7.919,261.51,261.51,
2025-09-30 16:44:36.922000+00:00,1759250676922,8.009,8.009,388.58,388.58,
2025-09-30 16:44:37.371000+00:00,1759250677371,8.0,8.0,262.82,262.82,
2025-09-30 16:44:38.098000+00:00,1759250678098,8.082,8.082,185.6,185.6,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.12,8.12,191.44,191.44,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.121,8.121,287.64,287.64,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.122,8.122,293.66,293.66,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.145,8.145,195.42,195.42,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.15,8.15,403.9,403.9,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.171,8.171,523.05,523.05,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.246,8.246,437.66,437.66,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.259,8.259,204.7,204.7,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.356,8.356,186.02,186.02,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.46,8.46,186.41,186.41,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.5,8.5,192.21,192.21,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.586,8.586,420.0,420.0,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.603,8.603,206.38,206.38,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.627,8.627,216.19,216.19,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.629,8.629,497.94,497.94,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.663,8.663,643.98,643.98,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.671,8.671,286.68,286.68,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.79,8.79,1485.82,1485.82,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.86,8.86,250.0,250.0,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.87,8.87,1134.49,1134.49,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.9,8.9,673.37,673.37,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.91,8.91,1135.72,1135.72,
2025-09-30 16:44:38.698000+00:00,1759250678698,8.988,8.988,188.23,188.23,
2025-09-30 16:44:38.698000+00:00,1759250678698,9.0,9.0,1636.43,1636.43,
2025-09-30 16:44:39.615000+00:00,1759250679615,8.21,8.21,295.0,295.0,
2025-09-30 16:44:40.220000+00:00,1759250680220,8.221,8.221,262.28,262.28,
2025-09-30 16:44:40.288000+00:00,1759250680288,8.251,8.251,403.27,403.27,
2025-09-30 16:44:40.288000+00:00,1759250680288,8.29,8.29,522.13,522.13,
2025-09-30 16:44:40.288000+00:00,1759250680288,8.592,8.592,382.75,382.75,
2025-09-30 16:44:40.288000+00:00,1759250680288,8.846,8.846,363.48,363.48,
2025-09-30 16:44:40.288000+00:00,1759250680288,8.847,8.847,318.7,318.7,
2025-09-30 16:44:40.288000+00:00,1759250680288,8.858,8.858,360.9,360.9,
2025-09-30 16:44:40.288000+00:00,1759250680288,9.0,9.0,1111.38,1111.38,
2025-09-30 16:44:40.291000+00:00,1759250680291,9.0,9.0,5516.74,5516.74,
2025-09-30 16:44:40.291000+00:00,1759250680291,9.0,9.0,3943.06,3943.06,
2025-09-30 16:44:40.293000+00:00,1759250680293,8.154,8.154,628.38,628.38,
2025-09-30 16:44:40.293000+00:00,1759250680293,8.15,8.15,300.0,300.0,
2025-09-30 16:44:40.293000+00:00,1759250680293,8.139,8.139,420.97,420.97,
2025-09-30 16:44:40.296000+00:00,1759250680296,8.118,8.118,234.14,234.14,
2025-09-30 16:44:40.296000+00:00,1759250680296,8.118,8.118,213.18,213.18,
2025-09-30 16:44:40.296000+00:00,1759250680296,8.182,8.182,275.19,275.19,
2025-09-30 16:44:40.299000+00:00,1759250680299,8.186,8.186,188.44,188.44,
2025-09-30 16:44:40.299000+00:00,1759250680299,8.142,8.142,250.1,250.1,
2025-09-30 16:44:40.312000+00:00,1759250680312,8.2,8.2,238.29,238.29,
2025-09-30 16:44:40.369000+00:00,1759250680369,8.199,8.199,365.25,365.25,
2025-09-30 16:44:40.536000+00:00,1759250680536,8.233,8.233,251.86,251.86,
2025-09-30 16:44:40.540000+00:00,1759250680540,8.231,8.231,260.74,260.74,
2025-09-30 16:44:40.577000+00:00,1759250680577,8.25,8.25,245.99,245.99,
2025-09-30 16:44:40.602000+00:00,1759250680602,8.199,8.199,3526.66,3526.66,
2025-09-30 16:44:40.668000+00:00,1759250680668,8.249,8.249,263.56,263.56,
2025-09-30 16:44:41.183000+00:00,1759250681183,8.301,8.301,286.78,286.78,
2025-09-30 16:44:41.470000+00:00,1759250681470,8.345,8.345,1313.97,1313.97,
2025-09-30 16:44:41.580000+00:00,1759250681580,8.37,8.37,236.18,236.18,
2025-09-30 16:44:41.925000+00:00,1759250681925,8.407,8.407,259.6,259.6,
2025-09-30 16:44:41.925000+00:00,1759250681925,8.454,8.454,569.5,569.5,
2025-09-30 16:44:41.925000+00:00,1759250681925,8.458,8.458,604.34,604.34,
2025-09-30 16:44:41.925000+00:00,1759250681925,8.463,8.463,569.5,569.5,
2025-09-30 16:44:41.925000+00:00,1759250681925,8.464,8.464,519.96,519.96,
2025-09-30 16:44:41.928000+00:00,1759250681928,9.0,9.0,4693.44,4693.44,
2025-09-30 16:44:41.930000+00:00,1759250681930,8.371,8.371,367.22,367.22,
2025-09-30 16:44:42.817000+00:00,1759250682817,8.46,8.46,237.52,237.52,
2025-09-30 16:44:42.861000+00:00,1759250682861,8.482,8.482,259.11,259.11,
2025-09-30 16:44:43.174000+00:00,1759250683174,8.481,8.481,323.14,323.14,
2025-09-30 16:44:43.174000+00:00,1759250683174,8.512,8.512,387.85,387.85,
2025-09-30 16:44:43.174000+00:00,1759250683174,8.522,8.522,518.22,518.22,
2025-09-30 16:44:43.174000+00:00,1759250683174,8.59,8.59,200.0,200.0,
2025-09-30 16:44:43.174000+00:00,1759250683174,8.716,8.716,609.4,609.4,
2025-09-30 16:44:43.174000+00:00,1759250683174,8.732,8.732,588.8,588.8,
2025-09-30 16:44:43.174000+00:00,1759250683174,8.847,8.847,199.03,199.03,
2025-09-30 16:44:43.174000+00:00,1759250683174,8.911,8.911,614.83,614.83,
2025-09-30 16:44:43.174000+00:00,1759250683174,8.988,8.988,1783.12,1783.12,
2025-09-30 16:44:43.177000+00:00,1759250683177,9.0,9.0,1688.61,1688.61,
2025-09-30 16:44:43.177000+00:00,1759250683177,9.0,9.0,6629.31,6629.31,
2025-09-30 16:44:43.182000+00:00,1759250683182,8.4,8.4,250.1,250.1,
2025-09-30 16:44:43.182000+00:00,1759250683182,8.392,8.392,222.3,222.3,
2025-09-30 16:44:43.186000+00:00,1759250683186,8.345,8.345,448.18,448.18,
2025-09-30 16:44:43.691000+00:00,1759250683691,8.38,8.38,239.9,239.9,
2025-09-30 16:44:44.195000+00:00,1759250684195,8.421,8.421,1668.15,1668.15,
2025-09-30 16:44:44.303000+00:00,1759250684303,8.494,8.494,285.1,285.1,
2025-09-30 16:44:44.355000+00:00,1759250684355,8.506,8.506,232.42,232.42,
2025-09-30 16:44:44.364000+00:00,1759250684364,8.506,8.506,234.05,234.05,
2025-09-30 16:44:44.369000+00:00,1759250684369,8.51,8.51,214.61,214.61,
2025-09-30 16:44:44.591000+00:00,1759250684591,8.537,8.537,255.96,255.96,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.697,8.697,255.87,255.87,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.726,8.726,511.74,511.74,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.752,8.752,611.62,611.62,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.774,8.774,1192.51,1192.51,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.821,8.821,585.34,585.34,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.832,8.832,230.12,230.12,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.833,8.833,187.78,187.78,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.854,8.854,181.38,181.38,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.86,8.86,268.76,268.76,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.869,8.869,1024.99,1024.99,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.883,8.883,1688.61,1688.61,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.884,8.884,355.75,355.75,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.904,8.904,336.77,336.77,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.939,8.939,329.6,329.6,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.942,8.942,351.7,351.7,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.954,8.954,589.21,589.21,
2025-09-30 16:44:45.204000+00:00,1759250685204,8.956,8.956,471.37,471.37,
2025-09-30 16:44:45.208000+00:00,1759250685208,9.0,9.0,2861.62,2861.62,
2025-09-30 16:44:45.212000+00:00,1759250685212,8.635,8.635,593.89,593.89,
2025-09-30 16:44:45.212000+00:00,1759250685212,8.635,8.635,708.17,708.17,
2025-09-30 16:44:45.255000+00:00,1759250685255,8.585,8.585,345.27,345.27,
2025-09-30 16:44:45.595000+00:00,1759250685595,8.571,8.571,397.21,397.21,
2025-09-30 16:44:45.595000+00:00,1759250685595,8.562,8.562,288.59,288.59,
2025-09-30 16:44:45.595000+00:00,1759250685595,8.553,8.553,510.37,510.37,
2025-09-30 16:44:45.597000+00:00,1759250685597,8.551,8.551,322.2,322.2,
2025-09-30 16:44:45.994000+00:00,1759250685994,8.656,8.656,186.7,186.7,
2025-09-30 16:44:46.187000+00:00,1759250686187,8.626,8.626,636.84,636.84,
2025-09-30 16:44:46.380000+00:00,1759250686380,8.596,8.596,197.49,197.49,
2025-09-30 16:44:46.406000+00:00,1759250686406,8.609,8.609,202.19,202.19,
2025-09-30 16:44:46.406000+00:00,1759250686406,8.614,8.614,207.74,207.74,
2025-09-30 16:44:46.593000+00:00,1759250686593,8.529,8.529,274.72,274.72,
2025-09-30 16:44:46.729000+00:00,1759250686729,8.557,8.557,334.53,334.53,
2025-09-30 16:44:46.729000+00:00,1759250686729,8.583,8.583,212.96,212.96,
2025-09-30 16:44:46.864000+00:00,1759250686864,8.542,8.542,373.45,373.45,
2025-09-30 16:44:47.029000+00:00,1759250687029,8.727,8.727,262.24,262.24,
2025-09-30 16:44:47.282000+00:00,1759250687282,8.652,8.652,222.01,222.01,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.768,8.768,288.44,288.44,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.778,8.778,851.36,851.36,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.793,8.793,379.81,379.81,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.798,8.798,198.92,198.92,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.821,8.821,506.42,506.42,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.834,8.834,565.99,565.99,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.87,8.87,250.56,250.56,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.872,8.872,574.96,574.96,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.899,8.899,193.93,193.93,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.9,8.9,563.67,563.67,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.901,8.901,192.03,192.03,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.923,8.923,575.49,575.49,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.925,8.925,216.98,216.98,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.933,8.933,606.06,606.06,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.936,8.936,264.73,264.73,
2025-09-30 16:44:47.549000+00:00,1759250687549,8.968,8.968,874.34,874.34,
2025-09-30 16:44:47.552000+00:00,1759250687552,9.0,9.0,1243.38,1243.38,
2025-09-30 16:44:47.552000+00:00,1759250687552,9.0,9.0,438.5,438.5,
2025-09-30 16:44:47.552000+00:00,1759250687552,9.0,9.0,4134.26,4134.26,
2025-09-30 16:44:47.554000+00:00,1759250687554,8.692,8.692,252.66,252.66,
2025-09-30 16:44:47.554000+00:00,1759250687554,8.682,8.682,380.97,380.97,
2025-09-30 16:44:47.554000+00:00,1759250687554,8.651,8.651,499.36,499.36,
2025-09-30 16:44:47.724000+00:00,1759250687724,8.613,8.613,306.53,306.53,
2025-09-30 16:44:48.118000+00:00,1759250688118,8.866,8.866,450.76,450.76,
2025-09-30 16:44:48.120000+00:00,1759250688120,8.864,8.864,343.02,343.02,
2025-09-30 16:44:48.171000+00:00,1759250688171,8.873,8.873,187.55,187.55,
2025-09-30 16:44:48.171000+00:00,1759250688171,8.786,8.786,193.15,193.15,
2025-09-30 16:44:48.171000+00:00,1759250688171,8.725,8.725,259.08,259.08,
2025-09-30 16:44:48.857000+00:00,1759250688857,9.064,9.064,503.33,503.33,
2025-09-30 16:44:49.616000+00:00,1759250689616,9.083,9.083,1825.46,1825.46,
2025-09-30 16:44:49.837000+00:00,1759250689837,9.0,9.0,390.65,390.65,
2025-09-30 16:44:49.838000+00:00,1759250689838,9.0,9.0,433.03,433.03,
2025-09-30 16:44:49.838000+00:00,1759250689838,9.0,9.0,11661.26,11661.26,
2025-09-30 16:44:49.840000+00:00,1759250689840,9.0,9.0,726.14,726.14,
2025-09-30 16:44:49.840000+00:00,1759250689840,9.0,9.0,299.64,299.64,
2025-09-30 16:44:49.842000+00:00,1759250689842,9.0,9.0,1941.88,1941.88,
2025-09-30 16:44:49.843000+00:00,1759250689843,9.0,9.0,203.2,203.2,
2025-09-30 16:44:50.271000+00:00,1759250690271,8.941,8.941,692.76,692.76,
2025-09-30 16:44:50.560000+00:00,1759250690560,8.966,8.966,238.29,238.29,
2025-09-30 16:44:51.188000+00:00,1759250691188,8.931,8.931,246.65,246.65,
2025-09-30 16:44:51.188000+00:00,1759250691188,8.919,8.919,387.67,387.67,
2025-09-30 16:44:51.188000+00:00,1759250691188,8.918,8.918,375.41,375.41,
2025-09-30 16:44:51.188000+00:00,1759250691188,8.904,8.904,788.61,788.61,
2025-09-30 16:44:51.190000+00:00,1759250691190,8.904,8.904,290.46,290.46,
2025-09-30 16:44:51.432000+00:00,1759250691432,8.99,8.99,418.09,418.09,
2025-09-30 16:44:51.432000+00:00,1759250691432,8.99,8.99,450.86,450.86,
2025-09-30 16:44:51.432000+00:00,1759250691432,8.99,8.99,1245.46,1245.46,
2025-09-30 16:44:51.448000+00:00,1759250691448,8.95,8.95,1944.93,1944.93,
2025-09-30 16:44:51.585000+00:00,1759250691585,9.083,9.083,854.57,854.57,
2025-09-30 16:44:51.657000+00:00,1759250691657,8.97,8.97,212.2,212.2,
2025-09-30 16:44:51.658000+00:00,1759250691658,8.944,8.944,1229.06,1229.06,
2025-09-30 16:44:52.038000+00:00,1759250692038,9.187,9.187,1935.98,1935.98,
2025-09-30 16:44:52.929000+00:00,1759250692929,8.981,8.981,199.38,199.38,
2025-09-30 16:44:52.930000+00:00,1759250692930,8.98,8.98,359.47,359.47,
2025-09-30 16:44:53.277000+00:00,1759250693277,8.861,8.861,370.29,370.29,
2025-09-30 16:44:53.707000+00:00,1759250693707,8.82,8.82,263.63,263.63,
2025-09-30 16:44:54.040000+00:00,1759250694040,8.793,8.793,213.24,213.24,
2025-09-30 16:44:54.069000+00:00,1759250694069,8.8,8.8,380.97,380.97,
2025-09-30 16:44:54.213000+00:00,1759250694213,8.845,8.845,264.98,264.98,
2025-09-30 16:44:54.214000+00:00,1759250694214,8.845,8.845,182.17,182.17,
2025-09-30 16:44:54.585000+00:00,1759250694585,8.8,8.8,348.16,348.16,
2025-09-30 16:44:54.810000+00:00,1759250694810,8.761,8.761,239.61,239.61,
2025-09-30 16:44:55.210000+00:00,1759250695210,8.706,8.706,344.13,344.13,
2025-09-30 16:44:55.960000+00:00,1759250695960,8.67,8.67,788.3,788.3,
