timestamp,open,high,low,close,volume
1759190400000,16.147,16.298,16.147,16.251,2738.5
1759191300000,16.252,16.299,16.227,16.249,895.9
1759192200000,16.246,16.32,16.246,16.297,646.5
1759193100000,16.289,16.3,16.093,16.169,3119.6
1759194000000,16.17,16.212,16.143,16.172,667.4
1759194900000,16.174,16.187,16.084,16.103,1461.6
1759195800000,16.116,16.116,16.06,16.101,733.7
1759196700000,16.086,16.139,16.071,16.13,570.6
1759197600000,16.128,16.177,16.12,16.165,373.9
1759198500000,16.162,16.2,16.131,16.148,1286.1
1759199400000,16.148,16.158,16.011,16.035,10214.9
1759200300000,16.041,16.074,16.0,16.057,3481.5
1759201200000,16.057,16.064,16.0,16.026,645.1
1759202100000,16.033,16.082,16.003,16.06,308.0
1759203000000,16.07,16.07,16.033,16.057,446.6
1759203900000,16.054,16.064,16.012,16.012,909.5
1759204800000,16.022,16.044,15.99,16.003,1629.6
1759205700000,15.988,15.988,15.887,15.893,2110.1
1759206600000,15.903,15.931,15.883,15.91,756.5
1759207500000,15.911,15.988,15.89,15.911,1846.1
1759208400000,15.912,15.964,15.903,15.929,291.0
1759209300000,15.929,16.018,15.911,16.012,1366.4
1759210200000,16.012,16.032,15.99,16.032,204.8
1759211100000,16.019,16.037,16.0,16.0,1245.8
1759212000000,15.984,15.996,15.923,15.935,253.1
1759212900000,15.941,15.984,15.922,15.922,1983.7
1759213800000,15.918,15.986,15.911,15.924,2061.8
1759214700000,15.915,15.935,15.867,15.879,3944.8
1759215600000,15.879,15.954,15.875,15.892,704.4
1759216500000,15.888,15.903,15.813,15.844,730.9
1759217400000,15.846,15.92,15.818,15.897,7368.3
1759218300000,15.878,16.012,15.878,15.997,1007.0
1759219200000,15.99,16.1,15.99,16.09,7258.1
1759220100000,16.089,16.095,16.02,16.03,701.8
1759221000000,16.032,16.078,16.031,16.046,788.4
1759221900000,16.049,16.244,16.048,16.138,7845.2
1759222800000,16.158,16.196,16.129,16.132,983.0
1759223700000,16.137,16.18,16.036,16.14,1370.7
1759224600000,16.138,16.153,16.076,16.082,500.5
1759225500000,16.073,16.082,16.029,16.055,227.0
1759226400000,16.061,16.086,16.035,16.043,761.4
1759227300000,16.028,16.043,15.965,15.965,988.6
1759228200000,15.957,15.964,15.828,15.836,5975.9
1759229100000,15.835,15.882,15.81,15.84,3298.0
1759230000000,15.83,15.852,15.815,15.851,738.0
1759230900000,15.847,15.944,15.842,15.875,2042.8
1759231800000,15.871,15.91,15.831,15.901,980.0
1759232700000,15.908,15.941,15.895,15.903,368.9
1759233600000,15.901,15.901,15.844,15.844,187.4
1759234500000,15.849,15.866,15.833,15.846,296.1
1759235400000,15.846,15.888,15.808,15.819,1207.8
1759236300000,15.819,15.922,15.819,15.885,3094.9
1759237200000,15.878,15.917,15.85,15.865,1431.3
1759238100000,15.853,15.888,15.852,15.887,1053.2
1759239000000,15.879,15.899,15.833,15.848,391.7
1759239900000,15.842,15.9,15.834,15.872,1497.8
1759240800000,15.857,15.892,15.844,15.883,524.1
1759241700000,15.893,15.939,15.889,15.908,384.4
1759242600000,15.906,15.976,15.896,15.974,741.7
1759243500000,15.959,15.959,15.846,15.867,685.1
1759244400000,15.865,15.913,15.834,15.878,966.5
1759245300000,15.881,15.955,15.879,15.952,710.4
1759246200000,15.959,16.009,15.947,16.003,1481.9
1759247100000,16.001,16.101,15.999,16.072,4777.5
1759248000000,16.07,16.07,15.95,15.966,1975.2
1759248900000,15.957,16.012,15.938,15.947,1143.8
1759249800000,15.949,16.163,15.93,16.147,2564.4
1759250700000,16.133,16.155,16.009,16.044,3736.3
1759251600000,16.048,16.078,15.99,16.021,2055.9
1759252500000,16.025,16.116,16.025,16.081,1770.2
1759253400000,16.081,16.268,16.04,16.157,24857.0
1759254300000,16.137,16.157,15.817,15.821,8552.2
1759255200000,15.823,15.935,15.8,15.917,4883.1
1759256100000,15.9,15.955,15.885,15.897,1416.8
1759257000000,15.896,15.903,15.88,15.892,2046.9
1759257900000,15.896,15.908,15.806,15.838,3872.8
1759258800000,15.838,15.876,15.831,15.846,568.5
1759259700000,15.843,15.882,15.83,15.879,1009.3
1759260600000,15.871,15.878,15.827,15.828,462.2
1759261500000,15.832,15.915,15.832,15.915,1804.7
1759262400000,15.906,15.913,15.828,15.828,1212.7
1759263300000,15.83,15.888,15.821,15.86,1093.0
1759264200000,15.85,15.85,15.81,15.838,876.4
1759265100000,15.845,15.871,15.821,15.834,1312.9
1759266000000,15.838,15.852,15.82,15.851,1151.3
1759266900000,15.856,15.884,15.85,15.884,658.6
1759267800000,15.881,16.109,15.854,16.036,4451.7
1759268700000,16.04,16.061,16.018,16.018,621.5
1759269600000,16.019,16.058,15.992,16.058,486.0
1759270500000,16.054,16.085,16.048,16.066,183.6
1759271400000,16.061,16.061,16.0,16.011,183.0
1759272300000,16.017,16.017,15.97,15.979,339.9
1759273200000,15.977,16.02,15.954,16.006,233.6
1759274100000,16.006,16.033,15.988,15.988,74.7
1759275000000,15.976,15.976,15.914,15.94,622.8
1759275900000,15.933,15.933,15.846,15.851,902.6
1759276800000,15.866,15.911,15.841,15.911,1013.8
1759277700000,15.912,15.935,15.904,15.92,205.7
1759278600000,15.935,15.955,15.88,15.887,926.2
1759279500000,15.886,15.905,15.88,15.884,867.7
1759280400000,15.883,15.958,15.882,15.898,792.8
1759281300000,15.895,15.92,15.883,15.895,809.7
1759282200000,15.895,15.951,15.883,15.923,296.5
1759283100000,15.924,15.953,15.923,15.945,232.9
1759284000000,15.943,15.971,15.926,15.958,83.5
1759284900000,15.96,15.966,15.909,15.912,478.5
1759285800000,15.922,15.946,15.91,15.938,71.6
1759286700000,15.936,16.009,15.936,16.0,212.6
1759287600000,16.006,16.066,15.972,15.998,717.8
1759288500000,16.01,16.083,15.968,16.007,1528.5
1759289400000,15.991,15.991,15.932,15.958,503.0
1759290300000,15.958,15.958,15.909,15.912,2555.1
1759291200000,15.909,15.952,15.883,15.943,1300.3
1759292100000,15.943,15.987,15.894,15.901,1075.5
1759293000000,15.907,15.969,15.896,15.947,518.5
1759293900000,15.948,15.948,15.882,15.892,646.4
1759294800000,15.892,15.911,15.88,15.887,2832.2
1759295700000,15.887,15.887,15.8,15.819,5288.9
1759296600000,15.816,15.833,15.807,15.832,425.5
1759297500000,15.829,15.889,15.827,15.889,368.8
1759298400000,15.881,15.882,15.823,15.835,2788.6
1759299300000,15.82,15.828,15.788,15.828,3203.8
1759300200000,15.817,15.849,15.8,15.804,776.2
1759301100000,15.8,15.801,15.732,15.773,2536.2
1759302000000,15.765,15.807,15.755,15.787,456.6
1759302900000,15.777,15.794,15.764,15.785,81.4
1759303800000,15.788,15.794,15.752,15.756,320.9
1759304700000,15.755,15.769,15.739,15.748,1124.8
1759305600000,15.746,15.747,15.6,15.615,4417.3
1759306500000,15.612,15.637,15.58,15.603,2623.3
1759307400000,15.605,15.669,15.514,15.537,3905.1
1759308300000,15.537,15.734,15.527,15.713,4522.9
1759309200000,15.721,15.841,15.71,15.801,2551.4
1759310100000,15.807,15.84,15.711,15.77,1542.8
1759311000000,15.77,15.786,15.704,15.778,3522.9
1759311900000,15.777,15.995,15.777,15.912,4252.5
