side,entry_time,entry,size,pos_notional,exit_time,exit,gross_pnl,entry_fee,exit_fee,pnl,equity,entry_reason,close_reason,action_desc
long,2025-09-30 15:15:00 UTC,0.33208595999999996,6022.537056369381,2000.0,2025-09-30 15:30:00 UTC,0.341239295,55.126299226863075,1.4,1.4385884094588042,52.287710817404275,10052.287710817403,long_signal,TP,Close LONG (TP hit)
short,2025-09-30 16:45:00 UTC,0.351833995,5714.221964717994,2010.4575421634809,2025-10-05 01:00:00 UTC,0.24929458499999999,585.932948871224,1.4073202795144366,0.9971672153045796,583.528461376405,10635.816172193809,short_quick,end,
