timestamp,open,high,low,close,volume
1750204800000,0.0778000,0.0870000,0.0570500,0.0579000,1187983116
1750291200000,0.0578900,0.0584700,0.0463300,0.0479900,1546885534
1750377600000,0.0480000,0.0658100,0.0469500,0.0527600,2936191874
1750464000000,0.0527600,0.0754500,0.0510600,0.0562700,2930365258
1750550400000,0.0562700,0.0834400,0.0556200,0.0769800,2943134752
1750636800000,0.0769800,0.1208200,0.0745200,0.0980400,3358643101
1750723200000,0.0980400,0.1168000,0.0856400,0.0906500,1268193678
1750809600000,0.0906400,0.1027700,0.0873100,0.0954800,667136749
1750896000000,0.0954600,0.1260000,0.0937300,0.1137100,2222801000
1750982400000,0.1137800,0.1140000,0.0837700,0.1082700,1333711349
1751068800000,0.1082700,0.1398500,0.1057900,0.1262000,1888524545
1751155200000,0.1262000,0.1454300,0.1235600,0.1396000,602371470
1751241600000,0.1396200,0.1615800,0.1326900,0.1492100,1218482473
1751328000000,0.1492800,0.1548800,0.0850600,0.1294200,2515506347
1751414400000,0.1294300,0.1320400,0.1026300,0.1134800,1067261709
1751500800000,0.1134800,0.1143900,0.0550000,0.0590100,3611803363
1751587200000,0.0589800,0.0615000,0.0504500,0.0528300,1574326548
1751673600000,0.0528300,0.0681500,0.0520300,0.0610700,2417381129
1751760000000,0.0610800,0.1310000,0.0594000,0.1202200,10046288715
1751846400000,0.1202200,0.1429000,0.0961200,0.0972900,5374709791
1751932800000,0.0973100,0.1238900,0.0858100,0.1059600,3929265568
1752019200000,0.1059700,0.1359200,0.0971800,0.1276400,1895720150
1752105600000,0.1276100,0.1415900,0.1130500,0.1276500,1179826013
1752192000000,0.1276400,0.1300000,0.0858900,0.0918000,1481224984
1752278400000,0.0918300,0.1265000,0.0911100,0.0951900,1549242005
1752364800000,0.0951800,0.0959900,0.0637800,0.0811200,1937049205
1752451200000,0.0811300,0.0888700,0.0744500,0.0784100,815000811
1752537600000,0.0784000,0.0792200,0.0718200,0.0761900,480651957
1752624000000,0.0761700,0.0769000,0.0683800,0.0693200,421807193
1752710400000,0.0693300,0.0758800,0.0660300,0.0723100,433433819
1752796800000,0.0723100,0.0789700,0.0705000,0.0770400,420138880
1752883200000,0.0770400,0.0837900,0.0737900,0.0806500,438041041
1752969600000,0.0806500,0.0909600,0.0782700,0.0865400,352094742
1753056000000,0.0865300,0.1120000,0.0790000,0.0839600,715160875
1753142400000,0.0839500,0.0932400,0.0811000,0.0843900,399121003
1753228800000,0.0844100,0.1035600,0.0819300,0.0988400,579799642
1753315200000,0.0988400,0.1088000,0.0933500,0.1039800,425911736
1753401600000,0.1039700,0.1080600,0.0968200,0.1057900,171512813
1753488000000,0.1057900,0.1200000,0.1009600,0.1148700,245922656
1753574400000,0.1148500,0.1287000,0.1070000,0.1150300,508413188
1753660800000,0.1150600,0.1378000,0.0955800,0.1080100,684041676
1753747200000,0.1080000,0.1104300,0.0970000,0.1065900,229152258
1753833600000,0.1065600,0.1127800,0.1006200,0.1069900,183370208
1753920000000,0.1069900,0.1090800,0.1019200,0.1045500,104312721
1754006400000,0.1045300,0.1103100,0.1021800,0.1057800,141373216
1754092800000,0.1057500,0.1167800,0.1042600,0.1135600,196695403
1754179200000,0.1136000,0.2028000,0.1084500,0.1681000,2982756983
1754265600000,0.1680800,0.4826600,0.1605000,0.3962500,9435845148
1754352000000,0.3961600,2.0788800,0.3850500,1.2531100,6476368122
1754438400000,1.2525800,2.1700000,0.8152800,1.6463900,2697162465
1754524800000,1.6461700,2.1319900,1.3758100,1.5167500,1165410938
1754611200000,1.5167500,2.3555500,1.4550000,1.6899300,1089106106
1754697600000,1.6899100,1.8105000,1.4800000,1.5587700,438710210
1754784000000,1.5585900,1.7977700,1.5408700,1.6709100,262109276
1754870400000,1.6708800,1.7900000,1.5840000,1.7426000,195573973
1754956800000,1.7426000,1.7580000,1.5900000,1.7008000,161665024
1755043200000,1.7010000,1.9800000,1.6865000,1.8537000,211503100
1755129600000,1.8529000,1.8597000,1.2162000,1.6126000,391824292
1755216000000,1.6125000,2.2515000,1.5788000,1.9098000,337667565
1755302400000,1.9095000,2.1500000,1.7802000,1.9892000,206112935
1755388800000,1.9898000,2.4180000,1.6694000,1.7946000,423125222
1755475200000,1.7939000,1.8272000,1.3590000,1.4224000,348860052
1755561600000,1.4223000,1.4580000,1.0700000,1.1095000,342582771
1755648000000,1.1099000,1.1688000,0.9868000,1.0567000,275583172
1755734400000,1.0568000,1.1920000,0.9377000,1.1839000,284726995
1755820800000,1.1841000,1.2690000,1.0378000,1.0951000,319629973
1755907200000,1.0951000,1.1059000,1.0100000,1.0877000,108190203
1755993600000,1.0878000,1.2300000,1.0224000,1.2032000,93548334
1756080000000,1.2034000,1.2644000,1.1174000,1.2015000,117303500
1756166400000,1.2015000,1.2921000,1.1360000,1.2183000,101474137
1756252800000,1.2183000,1.2531000,1.1650000,1.2088000,60976040
1756339200000,1.2089000,1.2930000,1.1771000,1.2649000,51379983
1756425600000,1.2650000,1.2918000,1.1821000,1.2097000,41155519
1756512000000,1.2097000,1.2420000,1.1864000,1.2263000,23889976
1756598400000,1.2262000,1.2498000,1.1622000,1.2069000,33284108
1756684800000,1.2069000,1.2168000,1.0119200,1.0189000,45604783
1756771200000,1.0189000,1.2233300,0.9622000,1.2044000,99184921
1756857600000,1.2043000,1.2410000,1.1229000,1.1336000,64923919
1756944000000,1.1337000,1.2345000,1.0884000,1.1432000,39772372
1757030400000,1.1433000,1.3024000,1.1339000,1.1562000,76983935
1757116800000,1.1570000,1.3192000,1.1409000,1.3076000,44640740
1757203200000,1.3075000,3.7300000,1.2890000,3.4880000,880807248
1757289600000,3.4895000,14.4890000,3.4280000,13.8888000,839626249
1757376000000,13.8830000,18.5800000,11.5600000,14.4780000,407873957
1757462400000,14.4838000,18.1818000,13.2772000,16.6010000,152254158
1757548800000,16.6020000,18.6500000,11.7320000,13.2720000,147271555
1757635200000,13.2690000,17.9440000,10.6060000,14.3020000,150034538
1757721600000,14.3030000,15.9250000,11.3300000,12.1410000,67449087
1757808000000,12.1410000,12.4950000,10.2300000,11.0680000,64401147
1757894400000,11.0670000,12.4300000,9.8800000,10.5420000,45939814
1757980800000,10.5420000,11.9420000,10.2520000,11.4820000,27525303
1758067200000,11.4830000,18.0840000,11.1980000,16.7760000,117470837
1758153600000,16.7720000,17.5000000,14.0130000,14.0390000,36562722
1758240000000,14.0390000,14.4980000,11.2220000,11.3500000,29011757
1758326400000,11.3490000,12.1820000,10.2580000,10.6180000,19648599
1758412800000,10.6180000,11.1030000,8.8840000,9.8160000,26110827
1758499200000,9.8160000,10.0000000,8.0800000,9.4070000,18742527
1758585600000,9.4070000,10.3690000,8.5300000,9.3690000,18751332
1758672000000,9.3730000,9.8340000,8.8510000,8.9320000,9999178
1758758400000,8.9340000,12.4690000,8.8000000,9.1510000,29942258
1758844800000,9.1510000,10.4190000,8.8550000,10.3540000,12118474
1758931200000,10.3540000,15.5000000,9.6580000,14.4430000,40606483
1759017600000,14.4420000,16.1660000,12.1300000,15.9700000,29092159
1759104000000,15.9740000,17.0200000,15.0000000,16.1130000,16524655
1759190400000,16.1100000,16.3790000,14.6180000,15.2520000,14245550
1759276800000,15.2520000,16.6000000,13.3010000,15.4800000,25223463
