side,entry_time,entry,size,pos_notional,exit_time,exit,gross_pnl,entry_fee,exit_fee,pnl,equity,entry_reason,close_reason,action_desc
short,2025-09-30 16:30:00 UTC,8.678658500000001,230.45036280664803,2000.0,2025-09-30 18:00:00 UTC,7.4537249999999995,282.28636948901755,1.4,1.2023995413576878,279.6839699476599,10279.68396994766,short_quick,replaced,Close (replaced by long)
long,2025-09-30 18:00:00 UTC,7.4537249999999995,268.3222147315604,2000.0,2025-09-30 18:15:00 UTC,7.822087,98.83970766294713,1.4,1.469187795364063,95.97051986758308,10375.654489815244,long_signal,TP,Close LONG (TP hit)
short,2025-09-30 21:15:00 UTC,7.7391285000000005,268.1349583435717,2075.130897963049,2025-10-01 03:45:00 UTC,1.6998495,1619.3418230902075,1.4525916285741343,0.31905235241098884,1617.5701791092224,11993.224668924468,short_quick,replaced,Close (replaced by long)
long,2025-10-01 03:45:00 UTC,1.6998495,1220.7733084388053,2075.130897963049,2025-10-01 04:15:00 UTC,1.6541725,-55.76126240955927,1.4525916285741343,1.413558744887443,-58.62741278302085,11934.597256141447,long_signal,SL,Close LONG (SL hit)
short,2025-10-01 05:45:00 UTC,1.8570710000000001,1285.314051658924,2386.9194512282897,2025-10-04 18:45:00 UTC,1.3016504999999998,713.8897732294258,1.6708436158598028,1.1711207745992047,711.0478088389668,12645.645064980414,short_quick,end,
