side,entry_time,entry,size,exit_time,exit,gross_pnl,pnl,equity
long,2025-10-03T17:00:00+00:00,138.92,7.198387561186295,2025-10-04T19:15:00+00:00,166.39,197.7397063057875,197.7397063057875,10197.739706305787
