timestamp,close,pct15,pct30,pct60,long_signal,short_quick,action,pos_side,pos_entry,pos_size,equity,ts_str,action_desc,open_price,trade_entry,trade_exit,gross_pnl,entry_fee,exit_fee,net_pnl,trade_pnl,trade_entry_time,trade_exit_time,trade_duration_min,equity_reconciled
2025-09-30 00:00:00+00:00,16.12,,,,False,False,,,,,10000.0,2025-09-30 00:00:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 00:15:00+00:00,16.018,-0.6327543424317638,,,False,False,,,,,10000.0,2025-09-30 00:15:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 00:30:00+00:00,15.992,-0.1623173929329491,-0.7940446650124077,,False,False,,,,,10000.0,2025-09-30 00:30:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 00:45:00+00:00,16.023,0.1938469234617233,0.0312148832563304,,False,False,,,,,10000.0,2025-09-30 00:45:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 01:00:00+00:00,15.743,-1.7474879860200925,-1.5570285142571318,-2.3387096774193585,False,False,,,,,10000.0,2025-09-30 01:00:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 01:15:00+00:00,15.643,-0.6352029473416734,-2.3715908381701243,-2.3411162442252467,False,False,,,,,10000.0,2025-09-30 01:15:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 01:30:00+00:00,15.701,0.3707728696541573,-0.2667852378835026,-1.81965982991496,False,False,,,,,10000.0,2025-09-30 01:30:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 01:45:00+00:00,15.698,-0.01910706324438,0.3515949626030794,-2.0283342694876074,False,False,,,,,10000.0,2025-09-30 01:45:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 02:00:00+00:00,15.679,-0.121034526691299,-0.1401184637921166,-0.4065298862986727,False,False,,,,,10000.0,2025-09-30 02:00:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 02:15:00+00:00,15.684,0.0318897888895912,-0.0891833354567532,0.2620980630313788,False,False,,,,,10000.0,2025-09-30 02:15:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 02:30:00+00:00,15.683,-0.0063759245090502,0.0255118311116752,-0.1146423794662803,False,False,,,,,10000.0,2025-09-30 02:30:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 02:45:00+00:00,15.719,0.2295479181279065,0.2231573578168843,0.1337750031851128,False,False,,,,,10000.0,2025-09-30 02:45:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 03:00:00+00:00,15.876,0.9987912717093964,1.2306318944079553,1.2564576822501383,False,False,,,,,10000.0,2025-09-30 03:00:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 03:15:00+00:00,16.026,0.9448223733938044,1.9530504485018156,2.1805661820964075,False,False,,,,,10000.0,2025-09-30 03:15:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 03:30:00+00:00,16.087,0.3806314738549853,1.3290501385739502,2.576037747879869,False,False,,,,,10000.0,2025-09-30 03:30:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 03:45:00+00:00,16.037,-0.3108099707838672,0.0686384624984352,2.023029454799921,False,False,,,,,10000.0,2025-09-30 03:45:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 04:00:00+00:00,16.268,1.440419030990844,1.1251320942375889,2.469135802469144,False,False,,,,,10000.0,2025-09-30 04:00:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 04:15:00+00:00,16.209,-0.3626751905581574,1.0725197979672048,1.141894421564956,False,False,,,,,10000.0,2025-09-30 04:15:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 04:30:00+00:00,16.266,0.3516564871367673,-0.0122940742562235,1.1126996954062192,False,False,,,,,10000.0,2025-09-30 04:30:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 04:45:00+00:00,16.131,-0.8299520472150377,-0.4812141402924265,0.5861445407495243,False,False,,,,,10000.0,2025-09-30 04:45:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 05:00:00+00:00,16.002,-0.7997024363027794,-1.6230173367760936,-1.6351118760757424,False,False,,,,,10000.0,2025-09-30 05:00:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 05:15:00+00:00,15.987,-0.0937382827146531,-0.892691091686815,-1.3696094762169138,False,False,,,,,10000.0,2025-09-30 05:15:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 05:30:00+00:00,16.06,0.4566210045662014,0.3624546931633535,-1.2664453461207397,False,False,,,,,10000.0,2025-09-30 05:30:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 05:45:00+00:00,16.058,-0.0124533001245261,0.444110840057545,-0.4525447895356791,False,False,,,,,10000.0,2025-09-30 05:45:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 06:00:00+00:00,15.956,-0.6351974093909597,-0.6475716064757111,-0.2874640669916221,False,False,,,,,10000.0,2025-09-30 06:00:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 06:15:00+00:00,15.919,-0.2318876911506583,-0.8656121559347325,-0.4253455932945494,False,False,,,,,10000.0,2025-09-30 06:15:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 06:30:00+00:00,15.86,-0.3706262956215909,-0.601654550012535,-1.2453300124532958,False,False,,,,,10000.0,2025-09-30 06:30:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 06:45:00+00:00,16.054,1.223203026481709,0.848043218795138,-0.0249097023290654,False,False,,,,,10000.0,2025-09-30 06:45:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 07:00:00+00:00,15.82,-1.4575806652547545,-0.2522068095838534,-0.8523439458510856,False,False,,,,,10000.0,2025-09-30 07:00:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 07:15:00+00:00,15.944,0.7838179519595484,-0.685187492213764,0.1570450405176226,False,False,,,,,10000.0,2025-09-30 07:15:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 07:30:00+00:00,15.966,0.1379829402910089,0.9228824273072,0.6683480453972249,False,False,,,,,10000.0,2025-09-30 07:30:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 07:45:00+00:00,15.874,-0.5762244770136462,-0.4390366281986971,-1.121215896349807,False,False,,,,,10000.0,2025-09-30 07:45:00+00:00,,,,,,,,,,,,,10000.0
2025-09-30 08:00:00+00:00,15.65,-1.4111125110243177,-1.97920581235124,-1.0745891276864723,False,False,,,,,10000.0,2025-09-30 08:00:00+00:00,,,,,,,,,,,,,10000.0
