ts,symbol,last,volatility,ewma_volatility,vol_percentile,mover
2025-10-03T00:15:57.992947,BARDUSDT,0.8673,2.971542269603375,2.630106236673683,76.3157894736842,-0.18056473699121722
2025-10-03T00:15:57.992947,XPLUSDT,0.9166,2.653563490272003,1.7811599579783919,71.05263157894737,-0.28247083692163166
2025-10-03T00:15:57.992947,ZECUSDT,132.62,1.9183195826248385,2.432646883924279,65.78947368421052,2.1924464758239117
2025-10-03T00:15:57.992947,WLDUSDT,1.342,1.8292677568826186,1.2880289530786806,60.526315789473685,0.49609810479375693
2025-10-03T00:15:57.992947,PUMPUSDT,0.006996,1.6353577495975566,1.478212146456732,55.26315789473684,0.1878499915153573
2025-10-03T00:15:57.992947,C98USDT,0.0638,1.4631210125024054,1.697387544752776,50.0,0.2831325301204819
2025-10-03T00:15:57.992947,EIGENUSDT,1.756,1.4304042635287666,1.4704722680378208,44.73684210526316,0.4036770583533176
2025-10-03T00:15:57.992947,DASHUSDT,32.24,1.291671843416581,1.5877133858927042,39.473684210526315,0.3444537114261885
2025-10-03T00:15:57.992947,ETHFIUSDT,1.729,1.2075110132585423,1.3229628823433734,34.21052631578947,0.5074106364428945
2025-10-03T00:15:57.992947,PENGUUSDT,0.031633,1.0329052352917591,1.1133832103688286,28.94736842105263,0.03325384640512197
2025-10-03T00:15:57.992947,ZENUSDT,9.696,0.9788572851997203,1.1742168391892331,23.68421052631579,0.3526704783154371
2025-10-03T00:15:57.992947,CAKEUSDT,3.062,0.974639916934112,1.0892825801960133,18.42105263157895,0.2814721873693016
2025-10-03T00:15:57.992947,ARBUSDT,0.4487,0.6756098765104313,0.7472066272307473,13.157894736842104,-0.12073696589572713
2025-10-03T00:15:57.992947,EDENUSDT,0.376,0.21004707125866884,0.646824905874069,7.894736842105263,-0.06367041198501877
2025-10-03T00:15:57.992947,2ZUSDT,0.60595,0.0,0.22581134000554606,2.6315789473684212,0.011889632107023429
ts,symbol,last,volatility,ewma_volatility,vol_percentile,mover
2025-10-03T00:45:27.349763,ALPINEUSDT,1.463,5.561832073598479,6.761673809496372,97.36842105263158,-0.1753100338218715
2025-10-03T00:45:27.349763,AVNTUSDT,1.1129,3.4834511690254044,3.4705676333134843,92.10526315789474,-0.10499678663239065
2025-10-03T00:45:27.349763,SOMIUSDT,0.7973,3.3857626601204145,2.6055411445260415,86.84210526315789,0.771657041314971
2025-10-03T00:45:27.349763,FFUSDT,0.18047,3.1209186135516047,6.719457853483869,81.57894736842105,-0.3593156568345579
2025-10-03T00:45:27.349763,BARDUSDT,0.8838,2.9728848236111043,2.629460757691844,76.3157894736842,-0.16696571914250635
2025-10-03T00:45:27.349763,XPLUSDT,0.9333,2.6632697300238375,1.7791338175301,71.05263157894737,-0.26986612385500675
2025-10-03T00:45:27.349763,FORMUSDT,1.2197,1.9623334777517922,2.0645460591897615,65.78947368421052,-0.6611809184921605
2025-10-03T00:45:27.349763,ZECUSDT,136.2,1.9155337796630136,2.438057571383721,60.526315789473685,2.2768823670916527
2025-10-03T00:45:27.349763,WLDUSDT,1.339,1.8296162189050322,1.2884102165330586,55.26315789473684,0.49275362318840576
2025-10-03T00:45:27.349763,PUMPUSDT,0.006964,1.6364557630364591,1.4791793072917478,50.0,0.18275920583743432
2025-10-03T00:45:27.349763,C98USDT,0.0607,1.4896855542810412,1.7344392132228053,44.73684210526316,0.21887550200803219
2025-10-03T00:45:27.349763,EIGENUSDT,1.752,1.4309190151542572,1.4708539860449192,39.473684210526315,0.4012789768185452
2025-10-03T00:45:27.349763,DASHUSDT,32.65,1.2897553244402282,1.5866670254113306,34.21052631578947,0.3619683069224351
2025-10-03T00:45:27.349763,ETHFIUSDT,1.73,1.2073559474839806,1.3229628823433734,28.94736842105263,0.5074106364428945
2025-10-03T00:45:27.349763,PENGUUSDT,0.031549,1.0331790379059271,1.1136381300106115,23.68421052631579,0.03142455819423118
2025-10-03T00:45:27.349763,CAKEUSDT,3.016,0.9795933016603071,1.0949696940945854,18.42105263157895,0.26139690506064417
2025-10-03T00:45:27.349763,ZENUSDT,9.782,0.9765454724147656,1.1725468972504314,13.157894736842104,0.3641054246269697
2025-10-03T00:45:27.349763,EDENUSDT,0.3709,0.13870189879519967,0.6531815677150566,7.894736842105263,-0.07390761548064917
2025-10-03T00:45:27.349763,2ZUSDT,0.57888,0.0,0.6780079082761798,2.6315789473684212,-0.034866220735785824
ts,symbol,last,volatility,ewma_volatility,vol_percentile,mover
2025-10-03T00:57:20.452106,ALPINEUSDT,1.469,5.561779707580963,6.761490369361715,98.07692307692308,-0.17136414881623452
2025-10-03T00:57:20.452106,AVNTUSDT,1.1267,3.483144995895958,3.4698949879135,94.23076923076923,-0.09519601542416445
2025-10-03T00:57:20.452106,SOMIUSDT,0.7958,3.385987941673676,2.6056546442145594,90.38461538461539,0.7698800533096402
2025-10-03T00:57:20.452106,FFUSDT,0.18104,3.129206640326582,6.71931185191537,86.53846153846153,-0.3579668476910516
2025-10-03T00:57:20.452106,BARDUSDT,0.8891,2.9738774342618033,2.6299210239957254,82.6923076923077,-0.16063839833789773
2025-10-03T00:57:20.452106,XPLUSDT,0.9339,2.6637046166907794,1.7791321181864586,78.84615384615384,-0.26892664213575523
2025-10-03T00:57:20.452106,FORMUSDT,1.1886,1.9586214310080512,2.068497728274608,75.0,-0.6699377293450461
2025-10-03T00:57:20.452106,ZECUSDT,135.15,1.9158947628761827,2.4357038426340063,71.15384615384616,2.250180418571085
2025-10-03T00:57:20.452106,WLDUSDT,1.344,1.829053690044765,1.2878223835394975,67.3076923076923,0.4983277591973245
2025-10-03T00:57:20.452106,PUMPUSDT,0.007011,1.6349143066335097,1.477951065820888,63.46153846153846,0.1895469200746649
2025-10-03T00:57:20.452106,C98USDT,0.0612,1.4839912266026662,1.7278824934253838,59.61538461538461,0.2269076305220885
2025-10-03T00:57:20.452106,EIGENUSDT,1.763,1.42960824898219,1.4697523502928895,55.76923076923077,0.4092725819344525
2025-10-03T00:57:20.452106,DASHUSDT,32.63,1.2898147282387857,1.5866670285867273,51.92307692307692,0.36030025020850687
2025-10-03T00:57:20.452106,WLFIUSDT,0.2095,1.2835235723954168,1.5563152170572658,48.07692307692308,-0.03589507593189145
2025-10-03T00:57:20.452106,ETHFIUSDT,1.735,1.206630387887197,1.3224000900202206,44.23076923076923,0.5117698343504795
2025-10-03T00:57:20.452106,PENGUUSDT,0.031758,1.0326472987263375,1.1130405360997,40.38461538461539,0.03727174729689997
2025-10-03T00:57:20.452106,CAKEUSDT,3.016,0.9795933016603071,1.0951422753303663,36.53846153846154,0.26097867001254715
