side,entry_time,entry,size,exit_time,exit,gross_pnl,pnl,equity
long,2025-10-02T16:15:00+00:00,11.013,90.80177971488241,2025-10-04T18:00:00+00:00,5.67,-485.15390901661675,-485.15390901661675,9514.846090983383
