timestamp,close,pct15,pct30,pct60,long_signal,short_quick,action,pos_side,pos_entry,pos_size,equity
2025-09-30 00:00:00 UTC,16.12,,,,False,False,,,,,10000.0
2025-09-30 00:15:00 UTC,16.018,-0.6327543424317638,,,False,False,,,,,10000.0
2025-09-30 00:30:00 UTC,15.992,-0.16231739293294917,-0.7940446650124077,,False,False,,,,,10000.0
2025-09-30 00:45:00 UTC,16.023,0.19384692346172339,0.03121488325633041,,False,False,,,,,10000.0
2025-09-30 01:00:00 UTC,15.743,-1.7474879860200923,-1.5570285142571318,-2.3387096774193585,False,False,,,,,10000.0
2025-09-30 01:15:00 UTC,15.643,-0.6352029473416734,-2.3715908381701243,-2.3411162442252467,False,False,,,,,10000.0
2025-09-30 01:30:00 UTC,15.701,0.3707728696541573,-0.2667852378835026,-1.8196598299149596,False,False,,,,,10000.0
2025-09-30 01:45:00 UTC,15.698,-0.019107063244380062,0.35159496260307943,-2.0283342694876074,False,False,,,,,10000.0
2025-09-30 02:00:00 UTC,15.679,-0.12103452669129906,-0.14011846379211668,-0.40652988629867276,False,False,,,,,10000.0
2025-09-30 02:15:00 UTC,15.684,0.03188978888959121,-0.08918333545675323,0.26209806303137884,False,False,,,,,10000.0
2025-09-30 02:30:00 UTC,15.683,-0.006375924509050279,0.02551183111167523,-0.11464237946628038,False,False,,,,,10000.0
2025-09-30 02:45:00 UTC,15.719,0.22954791812790656,0.22315735781688437,0.13377500318511287,False,False,,,,,10000.0
2025-09-30 03:00:00 UTC,15.876,0.9987912717093965,1.2306318944079553,1.2564576822501383,False,False,,,,,10000.0
2025-09-30 03:15:00 UTC,16.026,0.9448223733938043,1.9530504485018154,2.1805661820964075,False,False,,,,,10000.0
2025-09-30 03:30:00 UTC,16.087,0.3806314738549853,1.3290501385739502,2.576037747879869,False,False,,,,,10000.0
2025-09-30 03:45:00 UTC,16.037,-0.3108099707838672,0.06863846249843525,2.023029454799921,False,False,,,,,10000.0
2025-09-30 04:00:00 UTC,16.268,1.440419030990844,1.1251320942375889,2.4691358024691437,False,False,,,,,10000.0
2025-09-30 04:15:00 UTC,16.209,-0.36267519055815745,1.0725197979672048,1.141894421564956,False,False,,,,,10000.0
2025-09-30 04:30:00 UTC,16.266,0.3516564871367673,-0.012294074256223532,1.1126996954062192,False,False,,,,,10000.0
2025-09-30 04:45:00 UTC,16.131,-0.8299520472150377,-0.4812141402924265,0.5861445407495243,False,False,,,,,10000.0
2025-09-30 05:00:00 UTC,16.002,-0.7997024363027794,-1.6230173367760936,-1.6351118760757424,False,False,,,,,10000.0
2025-09-30 05:15:00 UTC,15.987,-0.09373828271465312,-0.892691091686815,-1.3696094762169138,False,False,,,,,10000.0
2025-09-30 05:30:00 UTC,16.06,0.4566210045662014,0.36245469316335355,-1.2664453461207397,False,False,,,,,10000.0
2025-09-30 05:45:00 UTC,16.058,-0.0124533001245261,0.44411084005754503,-0.45254478953567917,False,False,,,,,10000.0
2025-09-30 06:00:00 UTC,15.956,-0.6351974093909597,-0.6475716064757111,-0.28746406699162214,False,False,,,,,10000.0
2025-09-30 06:15:00 UTC,15.919,-0.2318876911506583,-0.8656121559347325,-0.4253455932945494,False,False,,,,,10000.0
2025-09-30 06:30:00 UTC,15.86,-0.3706262956215909,-0.601654550012535,-1.2453300124532958,False,False,,,,,10000.0
